transaction_id,merchant_id,user_id,amount,category,payment_method,account_age_days,historical_return_rate,past_chargebacks,address_changed_hours,device_trust_score,promo_code_used,ip_country_match,is_vpn_or_proxy,same_device_account_count,device_hash,vpa,delivery_address,is_return_fraud,is_chargeback_risk,is_abuse_ring,is_fraud
txn_rzp_002549,mch_luxe_jewels,usr_39152,3641.64,FOOTWEAR,DEBIT_CARD,9,0.3372,0,88.3,82.4,1,1,0,1,dev_hash_73329,user_545@okhdfcbank,"House No 56, Street 18, Bengaluru",0,0,0,0
txn_rzp_002550,mch_luxe_jewels,usr_50442,3094.7,LUXURY_FASHION,COD,150,0.1163,0,32.1,70.2,0,1,0,1,dev_hash_18608,user_751@okhdfcbank,"House No 214, Street 6, Bengaluru",0,0,0,0
txn_rzp_002551,mch_luxe_jewels,usr_20304,91711.28,ELECTRONICS,CREDIT_CARD,78,0.4057,0,46.0,17.0,0,1,1,11,dev_fingerprint_ring_5,abuser_2@okicici,"Flat 109, Sector 62, Noida, UP",0,1,1,1
txn_rzp_002552,mch_gadget_bazar,usr_6861,2198.03,LUXURY_FASHION,COD,43,0.2098,0,19.5,87.2,1,1,0,2,dev_hash_43646,user_729@okhdfcbank,"House No 220, Street 15, Bengaluru",1,0,0,1
txn_rzp_002553,mch_hyper_grocery,usr_11920,1045.1,FOOTWEAR,UPI_INTENT,53,0.3526,0,44.5,58.2,1,1,0,3,dev_hash_12678,user_496@okhdfcbank,"House No 402, Street 9, Bengaluru",0,0,0,0
txn_rzp_002554,mch_fashion_hub,usr_74997,4063.87,GROCERY,COD,44,0.0587,0,92.8,73.3,0,1,0,2,dev_hash_96770,user_217@okhdfcbank,"House No 362, Street 20, Bengaluru",0,0,0,0
txn_rzp_002555,mch_fashion_hub,usr_17172,68524.42,JEWELRY,UPI_INTENT,454,0.1699,0,51.9,74.3,0,1,0,2,dev_hash_81411,user_245@okhdfcbank,"House No 297, Street 13, Bengaluru",0,0,0,0
txn_rzp_002556,mch_fashion_hub,usr_61603,1162.19,DIGITAL_VOUCHER,UPI_COLLECT,45,0.1148,0,6.1,75.9,1,1,0,2,dev_hash_93573,user_507@okhdfcbank,"House No 374, Street 5, Bengaluru",0,0,0,0
txn_rzp_002557,mch_gadget_bazar,usr_53629,8766.32,ELECTRONICS,UPI_COLLECT,246,0.0713,0,89.9,90.9,1,1,0,2,dev_hash_82142,user_824@okhdfcbank,"House No 262, Street 15, Bengaluru",0,0,0,0
txn_rzp_002558,mch_quick_vouchers,usr_68423,59657.81,ELECTRONICS,UPI_COLLECT,492,0.3214,0,24.6,58.8,0,1,0,2,dev_hash_58241,user_658@okhdfcbank,"House No 119, Street 17, Bengaluru",0,0,0,0
txn_rzp_002559,mch_gadget_bazar,usr_90449,25623.88,JEWELRY,COD,65,0.1911,0,5.1,91.1,1,1,0,2,dev_hash_52765,user_971@okhdfcbank,"House No 44, Street 16, Bengaluru",1,0,0,1
txn_rzp_002560,mch_quick_vouchers,usr_50464,14041.96,JEWELRY,UPI_COLLECT,145,0.0533,0,116.8,94.0,0,1,0,1,dev_hash_20680,user_411@okhdfcbank,"House No 25, Street 3, Bengaluru",0,0,0,0
txn_rzp_002561,mch_hyper_grocery,usr_33052,34511.26,LUXURY_FASHION,UPI_INTENT,62,0.2256,0,64.3,97.8,0,1,0,1,dev_hash_73201,user_679@okhdfcbank,"House No 297, Street 1, Bengaluru",0,0,0,0
txn_rzp_002562,mch_quick_vouchers,usr_80023,392.15,FOOTWEAR,UPI_INTENT,765,0.1575,0,144.0,51.2,0,1,0,3,dev_hash_35198,user_133@okhdfcbank,"House No 177, Street 14, Bengaluru",0,0,0,0
txn_rzp_002563,mch_luxe_jewels,usr_8468,55550.57,JEWELRY,CREDIT_CARD,98,0.0398,0,28.8,75.2,1,1,0,2,dev_hash_53248,user_195@okhdfcbank,"House No 494, Street 13, Bengaluru",0,0,0,0
txn_rzp_002564,mch_hyper_grocery,usr_31390,2050.15,GROCERY,COD,588,0.0533,1,161.9,100.0,0,1,0,2,dev_hash_43930,user_218@okhdfcbank,"House No 388, Street 18, Bengaluru",0,0,0,0
txn_rzp_002565,mch_luxe_jewels,usr_60966,402.43,FOOTWEAR,COD,214,0.2276,0,76.4,67.0,0,1,0,3,dev_hash_52545,user_771@okhdfcbank,"House No 432, Street 19, Bengaluru",0,0,0,0
txn_rzp_002566,mch_luxe_jewels,usr_89646,294.98,GROCERY,COD,96,0.063,0,189.1,94.1,0,1,0,1,dev_hash_40976,user_145@okhdfcbank,"House No 117, Street 8, Bengaluru",0,0,0,0
txn_rzp_002567,mch_quick_vouchers,usr_77040,4073.78,FOOTWEAR,COD,519,0.1557,0,1.9,69.5,0,1,0,1,dev_hash_75519,user_370@okhdfcbank,"House No 445, Street 11, Bengaluru",0,0,0,0
txn_rzp_002568,mch_fashion_hub,usr_40609,47883.44,JEWELRY,CREDIT_CARD,105,0.0442,0,65.8,40.7,0,1,0,1,dev_hash_67512,user_842@okhdfcbank,"House No 411, Street 7, Bengaluru",0,0,0,0
txn_rzp_002569,mch_hyper_grocery,usr_13154,4055.98,DIGITAL_VOUCHER,DEBIT_CARD,83,0.0782,0,359.1,68.0,1,1,0,2,dev_hash_69639,user_708@okhdfcbank,"House No 400, Street 19, Bengaluru",0,0,0,0
txn_rzp_002570,mch_hyper_grocery,usr_95125,7686.17,DIGITAL_VOUCHER,DEBIT_CARD,206,0.4946,0,163.3,86.1,0,1,0,2,dev_hash_85514,user_584@okhdfcbank,"House No 201, Street 10, Bengaluru",0,0,0,0
txn_rzp_002571,mch_quick_vouchers,usr_39001,3374.01,GROCERY,COD,35,0.0514,0,59.6,70.0,0,1,0,3,dev_hash_69757,user_255@okhdfcbank,"House No 86, Street 13, Bengaluru",0,0,0,0
txn_rzp_002572,mch_hyper_grocery,usr_28536,7736.61,DIGITAL_VOUCHER,NETBANKING,277,0.2065,0,117.5,73.5,1,0,0,2,dev_hash_86017,user_110@okhdfcbank,"House No 312, Street 17, Bengaluru",0,0,0,0
txn_rzp_002573,mch_luxe_jewels,usr_70261,1377.66,DIGITAL_VOUCHER,COD,212,0.1144,0,84.9,91.4,0,1,0,1,dev_hash_88310,user_286@okhdfcbank,"House No 473, Street 14, Bengaluru",0,0,0,0
txn_rzp_002574,mch_gadget_bazar,usr_69079,16924.67,LUXURY_FASHION,DEBIT_CARD,24,0.0831,0,23.2,88.8,0,1,0,2,dev_hash_67764,user_567@okhdfcbank,"House No 225, Street 20, Bengaluru",0,0,0,0
txn_rzp_002575,mch_luxe_jewels,usr_6358,2978.98,GROCERY,UPI_COLLECT,98,0.2264,0,3.5,48.7,0,1,0,3,dev_hash_75143,user_579@okhdfcbank,"House No 302, Street 6, Bengaluru",0,0,0,0
txn_rzp_002576,mch_luxe_jewels,usr_10143,349.64,GROCERY,UPI_INTENT,299,0.014,0,14.8,79.8,1,1,0,1,dev_hash_27041,user_667@okhdfcbank,"House No 306, Street 14, Bengaluru",0,0,0,0
txn_rzp_002577,mch_gadget_bazar,usr_87597,40110.48,ELECTRONICS,DEBIT_CARD,291,0.2388,0,4.6,66.2,0,1,0,1,dev_hash_31491,user_337@okhdfcbank,"House No 99, Street 8, Bengaluru",0,0,0,0
txn_rzp_002578,mch_gadget_bazar,usr_29268,24667.34,JEWELRY,NETBANKING,402,0.2193,0,7.7,100.0,0,1,0,3,dev_hash_13608,user_954@okhdfcbank,"House No 435, Street 13, Bengaluru",0,0,0,0
txn_rzp_002579,mch_quick_vouchers,usr_93762,24449.0,LUXURY_FASHION,COD,182,0.1244,0,63.7,83.8,0,1,0,2,dev_hash_54698,user_548@okhdfcbank,"House No 276, Street 13, Bengaluru",0,0,0,0
txn_rzp_002580,mch_gadget_bazar,usr_79484,1980.47,DIGITAL_VOUCHER,UPI_INTENT,42,0.1775,0,8.5,81.1,1,1,0,2,dev_hash_14326,user_904@okhdfcbank,"House No 196, Street 9, Bengaluru",0,0,0,0
txn_rzp_002581,mch_hyper_grocery,usr_73834,4743.13,DIGITAL_VOUCHER,CREDIT_CARD,70,0.073,0,27.7,87.6,0,1,0,1,dev_hash_85845,user_746@okhdfcbank,"House No 386, Street 17, Bengaluru",0,0,0,0
txn_rzp_002582,mch_quick_vouchers,usr_22852,3632.65,DIGITAL_VOUCHER,CREDIT_CARD,125,0.1649,0,76.3,10.5,0,1,1,17,dev_fingerprint_ring_4,abuser_8@okicici,"Flat 107, Sector 62, Noida, UP",0,0,1,1
txn_rzp_002583,mch_gadget_bazar,usr_48862,1529.56,DIGITAL_VOUCHER,UPI_INTENT,55,0.0388,0,8.7,64.0,0,1,0,1,dev_hash_93563,user_557@okhdfcbank,"House No 279, Street 13, Bengaluru",0,0,0,0
txn_rzp_002584,mch_gadget_bazar,usr_6510,12409.67,LUXURY_FASHION,COD,17,0.2402,0,154.8,57.1,0,1,0,3,dev_hash_72984,user_135@okhdfcbank,"House No 462, Street 3, Bengaluru",0,0,0,0
txn_rzp_002585,mch_quick_vouchers,usr_74424,3793.5,FOOTWEAR,DEBIT_CARD,59,0.1051,0,93.5,60.7,0,0,0,3,dev_hash_80771,user_930@okhdfcbank,"House No 242, Street 19, Bengaluru",0,0,0,0
txn_rzp_002586,mch_luxe_jewels,usr_21903,74627.61,JEWELRY,DEBIT_CARD,455,0.2782,0,46.9,60.4,1,1,1,1,dev_hash_50594,user_681@okhdfcbank,"House No 186, Street 14, Bengaluru",0,0,0,0
txn_rzp_002587,mch_hyper_grocery,usr_15824,699.3,FOOTWEAR,COD,111,0.1186,0,15.4,13.7,0,1,1,13,dev_fingerprint_ring_4,abuser_13@okicici,"Flat 103, Sector 62, Noida, UP",0,1,1,1
txn_rzp_002588,mch_fashion_hub,usr_62735,76270.68,ELECTRONICS,UPI_INTENT,112,0.162,0,39.7,84.5,1,1,0,1,dev_hash_54364,user_801@okhdfcbank,"House No 41, Street 5, Bengaluru",0,0,0,0
txn_rzp_002589,mch_gadget_bazar,usr_90273,28825.72,LUXURY_FASHION,COD,421,0.154,0,168.1,48.4,0,1,0,1,dev_hash_57297,user_404@okhdfcbank,"House No 188, Street 9, Bengaluru",0,0,0,0
txn_rzp_002590,mch_luxe_jewels,usr_37100,89587.04,JEWELRY,DEBIT_CARD,32,0.0881,0,154.2,34.9,0,1,1,7,dev_fingerprint_ring_5,abuser_7@okicici,"Flat 107, Sector 62, Noida, UP",0,0,1,1
txn_rzp_002591,mch_quick_vouchers,usr_86227,2403.32,GROCERY,UPI_INTENT,17,0.2135,0,268.2,72.5,0,1,0,1,dev_hash_68630,user_358@okhdfcbank,"House No 142, Street 6, Bengaluru",0,0,0,0
txn_rzp_002592,mch_gadget_bazar,usr_95543,3206.27,FOOTWEAR,UPI_INTENT,34,0.0072,0,3.6,76.8,0,1,0,2,dev_hash_34725,user_306@okhdfcbank,"House No 7, Street 19, Bengaluru",0,0,0,0
txn_rzp_002593,mch_hyper_grocery,usr_65672,25206.72,LUXURY_FASHION,UPI_COLLECT,685,0.0204,0,39.7,55.0,0,1,0,2,dev_hash_65868,user_150@okhdfcbank,"House No 408, Street 3, Bengaluru",0,0,0,0
txn_rzp_002594,mch_quick_vouchers,usr_59383,9587.91,JEWELRY,UPI_COLLECT,84,0.205,0,15.5,78.0,1,1,1,3,dev_hash_79668,user_450@okhdfcbank,"House No 257, Street 4, Bengaluru",0,0,0,0
txn_rzp_002595,mch_luxe_jewels,usr_1913,67507.2,ELECTRONICS,CREDIT_CARD,138,0.271,0,54.8,92.3,1,1,0,3,dev_hash_73358,user_785@okhdfcbank,"House No 68, Street 1, Bengaluru",0,0,0,0
txn_rzp_002596,mch_gadget_bazar,usr_46927,60120.63,ELECTRONICS,NETBANKING,29,0.0061,0,12.7,54.0,1,1,0,3,dev_hash_56246,user_229@okhdfcbank,"House No 122, Street 8, Bengaluru",0,0,0,0
txn_rzp_002597,mch_gadget_bazar,usr_75069,1773.53,FOOTWEAR,UPI_INTENT,404,0.1506,0,15.8,58.4,0,1,0,3,dev_hash_86741,user_448@okhdfcbank,"House No 259, Street 6, Bengaluru",0,0,0,0
txn_rzp_002598,mch_fashion_hub,usr_46045,29497.92,JEWELRY,COD,33,0.1565,0,58.1,100.0,0,1,0,1,dev_hash_37657,user_921@okhdfcbank,"House No 310, Street 15, Bengaluru",0,0,0,0
txn_rzp_002599,mch_quick_vouchers,usr_79845,10499.78,LUXURY_FASHION,UPI_INTENT,66,0.0441,0,164.0,73.9,0,1,0,1,dev_hash_24509,user_910@okhdfcbank,"House No 494, Street 10, Bengaluru",0,0,0,0
txn_rzp_002600,mch_quick_vouchers,usr_74569,2805.72,FOOTWEAR,UPI_COLLECT,147,0.0585,0,4.4,79.7,0,1,0,1,dev_hash_77781,user_658@okhdfcbank,"House No 122, Street 3, Bengaluru",0,0,0,0
txn_rzp_002601,mch_quick_vouchers,usr_86607,84487.68,JEWELRY,DEBIT_CARD,201,0.0458,0,42.2,69.0,0,1,0,2,dev_hash_70435,user_591@okhdfcbank,"House No 88, Street 9, Bengaluru",0,0,0,0
txn_rzp_002602,mch_gadget_bazar,usr_84277,1351.51,DIGITAL_VOUCHER,UPI_COLLECT,436,0.3483,0,72.9,67.5,0,1,0,2,dev_hash_78012,user_607@okhdfcbank,"House No 85, Street 20, Bengaluru",0,0,0,0
txn_rzp_002603,mch_quick_vouchers,usr_63462,84268.85,ELECTRONICS,CREDIT_CARD,6,0.0689,0,21.1,71.3,0,1,0,1,dev_hash_77964,user_987@okhdfcbank,"House No 347, Street 2, Bengaluru",0,0,0,0
txn_rzp_002604,mch_hyper_grocery,usr_75888,79024.31,ELECTRONICS,UPI_COLLECT,41,0.098,0,30.7,77.3,1,1,1,1,dev_hash_48405,user_582@okhdfcbank,"House No 298, Street 14, Bengaluru",0,0,0,0
txn_rzp_002605,mch_fashion_hub,usr_95502,71017.38,ELECTRONICS,NETBANKING,66,0.2314,0,85.8,30.1,1,1,0,2,dev_hash_39891,user_589@okhdfcbank,"House No 213, Street 5, Bengaluru",0,0,0,0
txn_rzp_002606,mch_gadget_bazar,usr_54151,4477.79,FOOTWEAR,COD,28,0.1493,0,22.9,90.7,0,1,0,1,dev_hash_87843,user_257@okhdfcbank,"House No 473, Street 2, Bengaluru",0,0,0,0
txn_rzp_002607,mch_luxe_jewels,usr_79590,30091.99,LUXURY_FASHION,UPI_INTENT,90,0.0546,0,49.1,89.6,0,1,0,3,dev_hash_92513,user_160@okhdfcbank,"House No 468, Street 4, Bengaluru",0,0,0,0
txn_rzp_002608,mch_quick_vouchers,usr_20439,1108.24,FOOTWEAR,UPI_COLLECT,251,0.4307,1,11.0,46.1,1,1,0,2,dev_hash_33891,user_505@okhdfcbank,"House No 160, Street 3, Bengaluru",0,1,0,1
txn_rzp_002609,mch_quick_vouchers,usr_56194,40682.13,JEWELRY,UPI_INTENT,12,0.0624,0,55.1,100.0,0,1,0,2,dev_hash_90003,user_916@okhdfcbank,"House No 115, Street 7, Bengaluru",0,0,0,0
txn_rzp_002610,mch_hyper_grocery,usr_70138,2760.66,GROCERY,CREDIT_CARD,4,0.1968,0,104.7,63.0,0,1,0,3,dev_hash_41766,user_954@okhdfcbank,"House No 407, Street 11, Bengaluru",0,0,0,0
txn_rzp_002611,mch_luxe_jewels,usr_90704,1860.74,FOOTWEAR,COD,104,0.2669,0,62.4,69.8,0,1,0,1,dev_hash_42662,user_983@okhdfcbank,"House No 305, Street 1, Bengaluru",0,0,0,0
txn_rzp_002612,mch_gadget_bazar,usr_57528,33551.14,LUXURY_FASHION,COD,47,0.1815,0,105.6,85.6,1,1,0,3,dev_hash_15597,user_836@okhdfcbank,"House No 104, Street 5, Bengaluru",1,0,0,1
txn_rzp_002613,mch_hyper_grocery,usr_5972,2799.85,GROCERY,COD,169,0.0762,0,27.0,74.1,1,1,0,2,dev_hash_94531,user_419@okhdfcbank,"House No 155, Street 5, Bengaluru",0,0,0,0
txn_rzp_002614,mch_hyper_grocery,usr_65079,34565.4,LUXURY_FASHION,COD,60,0.0517,0,11.3,18.1,0,1,1,6,dev_fingerprint_ring_5,abuser_3@okicici,"Flat 104, Sector 62, Noida, UP",1,1,1,1
txn_rzp_002615,mch_gadget_bazar,usr_95911,1652.76,GROCERY,COD,338,0.1625,0,72.5,71.3,1,1,0,1,dev_hash_45080,user_684@okhdfcbank,"House No 116, Street 20, Bengaluru",0,0,0,0
txn_rzp_002616,mch_quick_vouchers,usr_31303,2876.1,GROCERY,NETBANKING,852,0.0677,0,39.2,100.0,0,1,0,3,dev_hash_98063,user_704@okhdfcbank,"House No 443, Street 6, Bengaluru",0,0,0,0
txn_rzp_002617,mch_quick_vouchers,usr_23874,86860.0,JEWELRY,DEBIT_CARD,48,0.2038,0,57.1,60.8,0,1,0,1,dev_hash_76970,user_200@okhdfcbank,"House No 457, Street 8, Bengaluru",0,0,0,0
txn_rzp_002618,mch_fashion_hub,usr_64098,22051.25,LUXURY_FASHION,CREDIT_CARD,234,0.0814,0,37.5,53.4,1,1,0,1,dev_hash_33696,user_335@okhdfcbank,"House No 217, Street 10, Bengaluru",0,0,0,0
txn_rzp_002619,mch_gadget_bazar,usr_20992,4634.37,DIGITAL_VOUCHER,DEBIT_CARD,729,0.1517,0,4.0,100.0,0,1,0,1,dev_hash_70114,user_261@okhdfcbank,"House No 29, Street 8, Bengaluru",0,0,0,0
txn_rzp_002620,mch_quick_vouchers,usr_6874,6041.31,DIGITAL_VOUCHER,UPI_INTENT,34,0.1513,0,139.0,62.4,0,1,0,2,dev_hash_13714,user_599@okhdfcbank,"House No 363, Street 3, Bengaluru",0,0,0,0
txn_rzp_002621,mch_quick_vouchers,usr_43502,71782.94,JEWELRY,DEBIT_CARD,324,0.0823,1,4.9,65.3,1,1,0,3,dev_hash_16858,user_379@okhdfcbank,"House No 78, Street 5, Bengaluru",0,0,0,0
txn_rzp_002622,mch_quick_vouchers,usr_45680,4277.2,FOOTWEAR,CREDIT_CARD,97,0.3948,3,52.5,58.9,1,1,0,3,dev_hash_21482,user_234@okhdfcbank,"House No 165, Street 8, Bengaluru",0,1,0,1
txn_rzp_002623,mch_fashion_hub,usr_64742,89267.78,JEWELRY,UPI_INTENT,277,0.0668,1,230.7,62.7,0,1,0,3,dev_hash_55253,user_121@okhdfcbank,"House No 179, Street 8, Bengaluru",0,0,0,0
txn_rzp_002624,mch_quick_vouchers,usr_81116,2829.21,DIGITAL_VOUCHER,UPI_INTENT,805,0.2893,0,6.8,96.0,0,1,0,2,dev_hash_51164,user_466@okhdfcbank,"House No 255, Street 4, Bengaluru",0,0,0,0
txn_rzp_002625,mch_luxe_jewels,usr_31227,13687.6,LUXURY_FASHION,NETBANKING,546,0.2096,0,48.7,56.4,0,1,0,1,dev_hash_66437,user_223@okhdfcbank,"House No 382, Street 14, Bengaluru",0,0,0,0
txn_rzp_002626,mch_fashion_hub,usr_88995,3549.3,GROCERY,NETBANKING,2,0.0095,0,81.7,72.5,0,1,0,2,dev_hash_27225,user_109@okhdfcbank,"House No 448, Street 1, Bengaluru",0,0,0,0
txn_rzp_002627,mch_luxe_jewels,usr_10588,2680.56,DIGITAL_VOUCHER,UPI_INTENT,129,0.1033,0,2.0,70.7,1,1,0,3,dev_hash_75663,user_928@okhdfcbank,"House No 184, Street 14, Bengaluru",0,0,0,0
txn_rzp_002628,mch_luxe_jewels,usr_61369,45869.48,ELECTRONICS,CREDIT_CARD,83,0.0552,0,44.8,30.6,1,1,1,6,dev_fingerprint_ring_9,abuser_1@okicici,"Flat 101, Sector 62, Noida, UP",0,1,1,1
txn_rzp_002629,mch_quick_vouchers,usr_99868,994.35,FOOTWEAR,COD,17,0.0832,0,82.6,100.0,1,1,0,1,dev_hash_77298,user_637@okhdfcbank,"House No 257, Street 18, Bengaluru",0,0,0,0
txn_rzp_002630,mch_hyper_grocery,usr_78843,19698.02,LUXURY_FASHION,UPI_INTENT,143,0.035,0,14.5,78.4,1,0,0,2,dev_hash_41860,user_668@okhdfcbank,"House No 268, Street 4, Bengaluru",0,0,0,0
txn_rzp_002631,mch_hyper_grocery,usr_63014,1266.03,GROCERY,NETBANKING,44,0.1344,0,76.2,85.9,0,1,0,3,dev_hash_65111,user_710@okhdfcbank,"House No 24, Street 12, Bengaluru",0,0,0,0
txn_rzp_002632,mch_fashion_hub,usr_87617,82180.77,JEWELRY,DEBIT_CARD,284,0.1241,0,272.9,53.9,1,1,0,1,dev_hash_59832,user_590@okhdfcbank,"House No 91, Street 17, Bengaluru",0,0,0,0
txn_rzp_002633,mch_fashion_hub,usr_63805,5311.64,LUXURY_FASHION,COD,104,0.1165,0,196.4,73.8,0,1,0,2,dev_hash_24714,user_789@okhdfcbank,"House No 343, Street 10, Bengaluru",0,0,0,0
txn_rzp_002634,mch_gadget_bazar,usr_83873,2921.02,LUXURY_FASHION,DEBIT_CARD,400,0.1069,0,109.0,87.4,1,1,1,2,dev_hash_13772,user_646@okhdfcbank,"House No 114, Street 2, Bengaluru",0,0,0,0
txn_rzp_002635,mch_hyper_grocery,usr_59123,52287.09,JEWELRY,NETBANKING,564,0.4135,0,18.8,93.8,0,0,0,1,dev_hash_55439,user_390@okhdfcbank,"House No 312, Street 18, Bengaluru",0,0,0,0
txn_rzp_002636,mch_luxe_jewels,usr_61483,49814.47,ELECTRONICS,CREDIT_CARD,78,0.0713,0,188.1,50.4,0,1,1,2,dev_hash_79055,user_627@okhdfcbank,"House No 371, Street 14, Bengaluru",0,0,0,0
txn_rzp_002637,mch_quick_vouchers,usr_9962,42090.11,JEWELRY,CREDIT_CARD,242,0.1659,0,32.0,40.3,0,1,0,2,dev_hash_66506,user_146@okhdfcbank,"House No 180, Street 20, Bengaluru",0,0,0,0
txn_rzp_002638,mch_luxe_jewels,usr_28161,2105.21,DIGITAL_VOUCHER,UPI_COLLECT,13,0.2932,0,35.2,67.7,0,1,1,1,dev_hash_67526,user_314@okhdfcbank,"House No 302, Street 5, Bengaluru",0,0,0,0
txn_rzp_002639,mch_fashion_hub,usr_18655,8253.82,DIGITAL_VOUCHER,NETBANKING,45,0.1859,0,4.2,50.8,0,1,0,2,dev_hash_41486,user_889@okhdfcbank,"House No 241, Street 16, Bengaluru",0,0,0,0
txn_rzp_002640,mch_gadget_bazar,usr_3415,3452.18,GROCERY,UPI_COLLECT,371,0.0993,0,55.6,70.9,1,1,0,2,dev_hash_31087,user_959@okhdfcbank,"House No 213, Street 4, Bengaluru",0,0,0,0
txn_rzp_002641,mch_quick_vouchers,usr_72762,4385.51,FOOTWEAR,COD,91,0.0923,0,4.5,78.1,1,1,0,2,dev_hash_28152,user_483@okhdfcbank,"House No 490, Street 10, Bengaluru",1,0,0,1
txn_rzp_002642,mch_fashion_hub,usr_45839,5670.58,DIGITAL_VOUCHER,NETBANKING,79,0.284,1,24.8,20.9,0,1,1,18,dev_fingerprint_ring_10,abuser_10@okicici,"Flat 109, Sector 62, Noida, UP",0,1,1,1
txn_rzp_002643,mch_luxe_jewels,usr_53620,1673.99,GROCERY,DEBIT_CARD,16,0.1003,0,88.9,82.9,1,1,0,2,dev_hash_61344,user_319@okhdfcbank,"House No 7, Street 7, Bengaluru",0,0,0,0
txn_rzp_002644,mch_gadget_bazar,usr_69963,26515.99,LUXURY_FASHION,COD,180,0.0422,0,131.4,94.9,1,1,1,1,dev_hash_30629,user_729@okhdfcbank,"House No 158, Street 20, Bengaluru",0,0,0,0
txn_rzp_002645,mch_luxe_jewels,usr_91654,2240.43,GROCERY,CREDIT_CARD,185,0.1468,0,69.4,91.0,1,0,0,1,dev_hash_51168,user_377@okhdfcbank,"House No 212, Street 13, Bengaluru",0,0,0,0
txn_rzp_002646,mch_hyper_grocery,usr_82159,1232.42,FOOTWEAR,COD,49,0.1693,0,67.9,100.0,1,1,0,2,dev_hash_29041,user_444@okhdfcbank,"House No 80, Street 15, Bengaluru",0,0,0,0
txn_rzp_002647,mch_luxe_jewels,usr_8298,79003.61,ELECTRONICS,UPI_COLLECT,35,0.212,0,114.8,57.4,1,1,0,2,dev_hash_15105,user_481@okhdfcbank,"House No 196, Street 15, Bengaluru",0,0,0,0
txn_rzp_002648,mch_fashion_hub,usr_25176,3692.06,DIGITAL_VOUCHER,UPI_INTENT,124,0.0339,0,25.4,100.0,0,1,0,3,dev_hash_23407,user_628@okhdfcbank,"House No 436, Street 6, Bengaluru",0,0,0,0
txn_rzp_002649,mch_fashion_hub,usr_45146,13695.93,ELECTRONICS,DEBIT_CARD,405,0.1918,0,135.6,69.7,0,1,0,2,dev_hash_33552,user_322@okhdfcbank,"House No 297, Street 5, Bengaluru",0,0,0,0
txn_rzp_002650,mch_hyper_grocery,usr_73525,6295.65,DIGITAL_VOUCHER,CREDIT_CARD,6,0.233,0,0.4,61.3,0,1,0,1,dev_hash_35388,user_526@okhdfcbank,"House No 43, Street 11, Bengaluru",0,0,0,0
txn_rzp_002651,mch_luxe_jewels,usr_52237,41272.91,JEWELRY,CREDIT_CARD,7,0.0302,0,59.4,100.0,0,1,0,1,dev_hash_49705,user_259@okhdfcbank,"House No 8, Street 5, Bengaluru",0,0,0,0
txn_rzp_002652,mch_quick_vouchers,usr_91974,83065.03,JEWELRY,UPI_COLLECT,75,0.154,0,12.0,84.9,1,1,0,2,dev_hash_42023,user_989@okhdfcbank,"House No 237, Street 8, Bengaluru",0,0,0,0
txn_rzp_002653,mch_fashion_hub,usr_40348,8202.69,DIGITAL_VOUCHER,UPI_INTENT,12,0.1322,0,92.1,67.7,1,1,0,2,dev_hash_79863,user_132@okhdfcbank,"House No 357, Street 5, Bengaluru",0,0,0,0
txn_rzp_002654,mch_luxe_jewels,usr_83745,42941.86,JEWELRY,UPI_INTENT,59,0.3888,0,25.3,98.9,0,1,0,1,dev_hash_85202,user_518@okhdfcbank,"House No 4, Street 13, Bengaluru",0,0,0,0
txn_rzp_002655,mch_fashion_hub,usr_35562,2596.92,FOOTWEAR,UPI_INTENT,165,0.2428,0,141.6,67.3,0,1,0,1,dev_hash_86042,user_923@okhdfcbank,"House No 410, Street 20, Bengaluru",0,0,0,0
txn_rzp_002656,mch_quick_vouchers,usr_50593,251.04,GROCERY,COD,52,0.3359,2,24.8,47.6,0,1,0,2,dev_hash_82379,user_785@okhdfcbank,"House No 398, Street 7, Bengaluru",0,1,0,1
txn_rzp_002657,mch_fashion_hub,usr_29894,6898.55,DIGITAL_VOUCHER,UPI_INTENT,335,0.3907,0,39.4,68.9,1,1,1,1,dev_hash_83710,user_748@okhdfcbank,"House No 54, Street 10, Bengaluru",0,0,0,0
txn_rzp_002658,mch_quick_vouchers,usr_12262,1624.98,GROCERY,COD,166,0.0884,0,4.0,100.0,1,1,0,2,dev_hash_97623,user_102@okhdfcbank,"House No 159, Street 10, Bengaluru",0,0,0,0
txn_rzp_002659,mch_fashion_hub,usr_66841,8588.08,DIGITAL_VOUCHER,DEBIT_CARD,48,0.1544,0,16.8,97.4,1,1,0,3,dev_hash_60645,user_564@okhdfcbank,"House No 52, Street 10, Bengaluru",0,0,0,0
txn_rzp_002660,mch_hyper_grocery,usr_61132,28306.83,JEWELRY,UPI_COLLECT,35,0.1871,1,13.4,52.4,1,1,0,1,dev_hash_61082,user_378@okhdfcbank,"House No 162, Street 16, Bengaluru",0,0,0,0
txn_rzp_002661,mch_gadget_bazar,usr_60994,4592.79,DIGITAL_VOUCHER,COD,125,0.0685,0,19.1,59.5,0,1,0,2,dev_hash_45091,user_127@okhdfcbank,"House No 114, Street 7, Bengaluru",0,0,0,0
txn_rzp_002662,mch_quick_vouchers,usr_34852,33320.46,JEWELRY,COD,313,0.1305,0,39.8,34.5,0,1,1,16,dev_fingerprint_ring_4,abuser_4@okicici,"Flat 102, Sector 62, Noida, UP",0,1,1,1
