transaction_id,merchant_id,user_id,amount,category,payment_method,account_age_days,historical_return_rate,past_chargebacks,address_changed_hours,device_trust_score,promo_code_used,ip_country_match,is_vpn_or_proxy,same_device_account_count,velocity_1h_count,login_to_checkout_minutes,is_disposable_email,card_bin_country_match,upi_collect_prompted,delivery_dropzone_risk,is_otp_forwarding_active,remote_screen_share_active,vishing_call_in_progress,referred_from_phishing_link,sideloaded_apk_detected,domain_reputation_score,is_first_transfer_to_unknown_vpa,high_lottery_keyword_score,unusual_savings_drain_ratio,device_hash,vpa,delivery_address,scam_type,is_fraud
txn_rzp_000810,p2p_lottery_claim,usr_90600,36141.66,ELECTRONICS,NETBANKING,86,0.1461840552630973,0,80.6,94.71107866280065,0,1,0,1,2,5.4,0,1,0,0.13,0,0,0,0,0,75.7,0,6.2,0.1,dev_hash_25149,user_548@okhdfcbank,"House No 61, Bengaluru",CLEAN,0
txn_rzp_000811,mch_quick_vouchers,usr_47109,2415.79,FOOTWEAR,CREDIT_CARD,244,0.06361200331443444,0,31.0,85.35973688796679,0,1,0,1,1,28.5,0,1,0,0.07,0,0,0,0,0,90.8,0,4.3,0.05,dev_hash_80283,user_681@okhdfcbank,"House No 24, Bengaluru",CLEAN,0
txn_rzp_000812,mch_fashion_hub,usr_95349,909.68,FOOTWEAR,IMPS_NEFT,203,0.07890284764241574,0,153.0,96.3641689062596,1,1,0,2,1,0.7,0,1,0,0.02,0,0,0,0,0,92.1,0,1.0,0.11,dev_hash_42013,user_399@okhdfcbank,"House No 67, Bengaluru",CLEAN,0
txn_rzp_000813,mch_luxe_jewels,usr_87190,22853.69,LUXURY_FASHION,COD,74,0.11433697095979985,0,80.5,74.11596794376449,1,1,0,2,3,39.7,0,1,0,0.01,0,0,0,0,0,77.3,0,4.7,0.18,dev_hash_38873,user_554@okhdfcbank,"House No 366, Bengaluru",CLEAN,0
txn_rzp_000814,mch_quick_vouchers,usr_73273,38203.52,JEWELRY,UPI_COLLECT,165,0.0054906250603032275,0,120.9,100.0,0,1,0,1,1,4.7,0,1,1,0.01,0,0,0,0,0,88.6,0,7.0,0.18,dev_hash_91509,bank_verification_240@paytm,"House No 144, Bengaluru",UPI_COLLECT_SPOOF,1
txn_rzp_000815,unknown_vpa_merchant,usr_69287,3868.48,FOOTWEAR,CREDIT_CARD,334,0.09518315291947746,0,1.7,100.0,0,1,0,1,1,2.4,0,1,0,0.34,0,0,0,0,0,77.9,0,1.2,0.05,dev_hash_95184,user_882@okhdfcbank,"House No 233, Bengaluru",CLEAN,0
txn_rzp_000816,mch_fashion_hub,usr_66392,29740.71,ELECTRONICS,CREDIT_CARD,134,0.09553550158052207,0,55.8,84.53787528808016,1,1,0,1,1,32.8,0,1,0,0.0,0,0,0,0,0,96.5,0,13.9,0.2,dev_hash_74927,user_119@okhdfcbank,"House No 442, Bengaluru",CLEAN,0
txn_rzp_000817,mch_luxe_jewels,usr_6821,4704.54,FOOTWEAR,UPI_COLLECT,63,0.06614320675115286,0,40.9,72.14677632137521,0,1,0,2,1,64.0,0,1,1,0.01,0,0,0,0,0,97.0,0,4.5,0.19,dev_hash_13406,user_723@okhdfcbank,"House No 387, Bengaluru",CLEAN,0
txn_rzp_000818,unknown_vpa_merchant,usr_35410,885.58,FOOTWEAR,IMPS_NEFT,17,0.1279459141975192,0,16.9,100.0,1,1,0,2,3,133.8,0,1,0,0.02,0,0,0,0,0,85.1,0,2.6,0.08,dev_hash_24314,user_666@okhdfcbank,"House No 199, Bengaluru",CLEAN,0
txn_rzp_000819,p2p_lottery_claim,usr_38672,32975.49,ELECTRONICS,COD,45,0.8533,0,72.9,79.15234760112753,0,1,0,1,2,52.6,0,0,0,0.1,0,0,0,0,0,95.6,0,11.7,0.06,dev_hash_41224,user_235@okhdfcbank,"House No 465, Bengaluru",RETURN_FRAUD,1
txn_rzp_000820,mch_fashion_hub,usr_33759,9099.91,JEWELRY,CREDIT_CARD,48,0.06722526017275243,0,50.1,92.41080479385103,0,1,0,2,3,54.9,0,1,0,0.05,0,0,0,0,0,86.4,0,9.8,0.05,dev_hash_89691,user_112@okhdfcbank,"House No 64, Bengaluru",CLEAN,0
txn_rzp_000821,p2p_lottery_claim,usr_43072,24114.43,JEWELRY,IMPS_NEFT,45,0.18620805176297836,0,107.7,58.14726515118488,1,1,0,10,1,57.2,0,1,0,0.03,0,0,0,0,0,98.7,0,13.3,0.09,dev_fingerprint_ring_3,scam_bot_9@okicici,"Drop Hub 118, Sector 62, Noida, UP",ABUSE_RING_SYBIL,1
txn_rzp_000822,mch_fashion_hub,usr_58729,5887.99,DIGITAL_VOUCHER,CREDIT_CARD,70,0.12337782057602714,1,62.2,72.84835915510335,0,1,0,1,1,197.5,0,1,0,0.23,0,0,0,0,0,78.4,0,14.2,0.2,dev_hash_90995,user_771@okhdfcbank,"House No 26, Bengaluru",CLEAN,0
txn_rzp_000823,p2p_lottery_claim,usr_6046,1151.19,DIGITAL_VOUCHER,COD,32,0.10206092938967491,0,22.8,61.90420178423062,0,1,0,1,1,19.5,0,0,0,0.02,0,0,0,0,0,96.0,0,12.6,0.19,dev_hash_43743,user_116@okhdfcbank,"House No 348, Bengaluru",CLEAN,0
txn_rzp_000824,unknown_vpa_merchant,usr_47312,76739.53,ELECTRONICS,NETBANKING,215,0.13021011980101987,0,235.6,67.24023204249939,1,1,0,1,3,68.1,0,1,0,0.22,0,0,0,0,0,97.2,0,12.4,0.17,dev_hash_84758,user_480@okhdfcbank,"House No 425, Bengaluru",CLEAN,0
txn_rzp_000825,mch_luxe_jewels,usr_10357,55326.0,P2P_TRANSFER,CREDIT_CARD,72,0.21870192912565678,0,127.4,22.6,1,1,0,2,2,81.5,0,1,0,0.42,1,1,1,0,0,75.2,0,12.5,0.04,dev_hash_48543,user_736@okhdfcbank,"House No 16, Bengaluru",OTP_VISHING_FRAUD,1
txn_rzp_000826,mch_fashion_hub,usr_39125,8137.0,DIGITAL_VOUCHER,NETBANKING,522,0.31721938125930055,0,54.3,71.75249163065826,1,1,0,2,1,1.3,0,1,0,0.01,0,0,0,0,0,88.3,0,12.0,0.13,dev_hash_96122,user_843@okhdfcbank,"House No 77, Bengaluru",CLEAN,0
txn_rzp_000827,p2p_lottery_claim,usr_11281,12439.93,LUXURY_FASHION,UPI_COLLECT,189,0.14860682245749304,0,217.3,100.0,0,0,0,2,3,34.8,0,1,1,0.21,0,0,0,0,0,92.0,0,0.6,0.12,dev_hash_79174,user_917@okhdfcbank,"House No 27, Bengaluru",CLEAN,0
txn_rzp_000828,p2p_lottery_claim,usr_69740,17800.34,INVESTMENT_FEE,CREDIT_CARD,1097,0.06510901705137427,0,76.7,90.38636353712673,1,1,0,1,2,18.7,0,1,0,0.13,0,0,0,0,0,83.4,0,6.0,0.18,dev_hash_57443,user_336@okhdfcbank,"House No 234, Bengaluru",CLEAN,0
txn_rzp_000829,mch_fashion_hub,usr_91842,2558.63,FOOTWEAR,DEBIT_CARD,157,0.09293415695178914,0,15.6,79.56457388195429,0,1,0,2,3,5.5,0,1,0,0.29,0,0,0,0,0,98.7,0,5.1,0.08,dev_hash_95633,user_595@okhdfcbank,"House No 310, Bengaluru",CLEAN,0
txn_rzp_000830,unknown_vpa_merchant,usr_55899,4543.88,FOOTWEAR,NETBANKING,175,0.19497605230894963,2,21.9,41.783496600357026,0,0,0,1,2,10.8,0,1,0,0.02,0,0,0,0,0,76.8,0,6.1,0.03,dev_hash_89370,user_366@okhdfcbank,"House No 408, Bengaluru",CLEAN,0
txn_rzp_000831,mch_quick_vouchers,usr_16461,38079.12,LUXURY_FASHION,DEBIT_CARD,47,0.12084328844160917,0,90.5,89.13764205746189,0,0,0,1,1,22.3,0,1,0,0.48,0,0,0,0,0,93.0,0,13.5,0.03,dev_hash_25832,user_528@okhdfcbank,"House No 135, Bengaluru",CLEAN,0
txn_rzp_000832,p2p_lottery_claim,usr_62585,25012.68,LUXURY_FASHION,UPI_COLLECT,2,0.07508743183780871,0,195.9,93.46611609224121,0,1,1,1,1,63.7,1,1,1,0.88,0,0,0,0,0,86.9,0,7.1,0.19,dev_hash_60870,user_532@okhdfcbank,"House No 182, Bengaluru",SYNTHETIC_IDENTITY,1
txn_rzp_000833,p2p_lottery_claim,usr_39455,35996.33,LUXURY_FASHION,CREDIT_CARD,569,0.028269207235745435,0,32.2,56.48598318165578,0,1,0,1,3,78.8,1,1,0,0.1,0,0,0,0,0,86.7,0,11.6,0.05,dev_hash_56525,user_559@okhdfcbank,"House No 467, Bengaluru",CLEAN,0
txn_rzp_000834,mch_luxe_jewels,usr_98084,93672.08,P2P_TRANSFER,CREDIT_CARD,54,0.1977569093386968,0,24.1,60.67733835356904,0,1,0,1,1,24.3,0,1,0,0.03,0,0,0,0,0,90.7,0,4.6,0.04,dev_hash_58480,user_790@okhdfcbank,"House No 333, Bengaluru",CLEAN,0
txn_rzp_000835,mch_quick_vouchers,usr_58486,11531.71,DIGITAL_VOUCHER,NETBANKING,380,0.20567349381310926,0,3.1,38.49265348309047,0,1,0,1,2,57.5,0,1,0,0.01,0,0,0,0,0,78.6,0,14.8,0.18,dev_hash_77853,user_637@okhdfcbank,"House No 297, Bengaluru",CLEAN,0
txn_rzp_000836,mch_luxe_jewels,usr_38389,3890.87,GROCERY,DEBIT_CARD,106,0.11725384655140247,0,29.4,91.14506149532066,0,1,0,1,2,190.6,0,1,0,0.16,0,0,0,0,0,76.0,0,6.9,0.1,dev_hash_90671,user_421@okhdfcbank,"House No 51, Bengaluru",CLEAN,0
txn_rzp_000837,mch_gadget_bazar,usr_16538,75802.26,JEWELRY,CREDIT_CARD,965,0.07670370577781446,0,0.3,60.303328274954545,0,1,0,2,3,0.3,0,1,0,0.09,0,0,0,0,0,98.7,0,5.9,0.2,dev_hash_97350,user_385@okhdfcbank,"House No 73, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000838,unknown_vpa_merchant,usr_67676,1790.73,DIGITAL_VOUCHER,UPI_INTENT,63,0.11118767867538273,0,88.8,88.16512659910688,0,1,0,1,1,22.3,0,1,0,0.19,0,0,0,0,0,96.2,0,3.8,0.09,dev_hash_58436,user_308@okhdfcbank,"House No 145, Bengaluru",CLEAN,0
txn_rzp_000839,mch_hyper_grocery,usr_56902,117758.17,INVESTMENT_FEE,NETBANKING,135,0.3659112546985707,0,52.3,56.77456674320181,1,1,0,1,2,18.2,0,1,0,0.09,0,0,0,0,0,93.7,0,2.9,0.14,dev_hash_21385,user_985@okhdfcbank,"House No 71, Bengaluru",CLEAN,0
txn_rzp_000840,p2p_lottery_claim,usr_88649,28310.58,LUXURY_FASHION,CREDIT_CARD,40,0.10613036619628667,0,105.3,67.92093014112396,0,1,0,1,2,63.8,0,1,0,0.22,0,0,0,0,0,89.8,0,12.3,0.12,dev_hash_69436,user_745@okhdfcbank,"House No 377, Bengaluru",CLEAN,0
txn_rzp_000841,unknown_vpa_merchant,usr_10710,1209.43,GROCERY,UPI_INTENT,156,0.286389095501699,0,83.1,100.0,0,1,0,2,1,11.0,0,1,0,0.42,0,0,0,0,0,87.9,0,2.1,0.12,dev_hash_92061,user_136@okhdfcbank,"House No 486, Bengaluru",CLEAN,0
txn_rzp_000842,p2p_lottery_claim,usr_33232,123672.45,INVESTMENT_FEE,NETBANKING,161,0.19253916376442426,0,113.0,40.60545402583926,0,0,0,2,2,8.4,0,1,0,0.01,0,0,0,0,0,95.9,1,92.2,0.73,dev_hash_75106,user_389@okhdfcbank,"House No 68, Bengaluru",LOTTERY_REWARD_SCAM,1
txn_rzp_000843,mch_fashion_hub,usr_68673,965.3,FOOTWEAR,UPI_INTENT,84,0.07329207673894825,0,118.5,87.38129140856675,0,1,0,1,1,48.2,0,1,0,0.06,0,0,0,0,0,79.9,0,9.7,0.2,dev_hash_59845,user_746@okhdfcbank,"House No 299, Bengaluru",CLEAN,0
txn_rzp_000844,mch_quick_vouchers,usr_64469,674.13,DIGITAL_VOUCHER,CREDIT_CARD,155,0.09253703100361128,0,22.6,93.87831188796761,0,1,0,2,3,2.6,0,1,0,0.1,0,0,0,0,0,87.8,0,2.0,0.19,dev_hash_73040,user_402@okhdfcbank,"House No 50, Bengaluru",CLEAN,0
txn_rzp_000845,unknown_vpa_merchant,usr_38653,134705.58,P2P_TRANSFER,DEBIT_CARD,42,0.09611052092697357,0,177.9,83.61260854536835,0,1,0,2,2,86.1,0,1,0,0.12,0,0,0,0,0,98.3,0,1.9,0.05,dev_hash_62178,user_821@okhdfcbank,"House No 66, Bengaluru",CLEAN,0
txn_rzp_000846,mch_luxe_jewels,usr_65117,103126.82,P2P_TRANSFER,COD,155,0.15182280657684386,0,118.0,94.44893066779093,1,1,0,2,1,25.1,0,1,0,0.05,0,0,0,0,0,77.5,0,14.9,0.06,dev_hash_98472,user_425@okhdfcbank,"House No 211, Bengaluru",CLEAN,0
txn_rzp_000847,mch_luxe_jewels,usr_56731,33790.1,P2P_TRANSFER,CREDIT_CARD,149,0.0023688422794616503,0,92.6,74.70946140197869,0,1,0,2,3,1.1,0,1,0,0.12,0,0,0,0,0,86.0,0,14.7,0.06,dev_hash_63714,user_326@okhdfcbank,"House No 294, Bengaluru",CLEAN,0
txn_rzp_000848,mch_hyper_grocery,usr_28027,5740.72,LUXURY_FASHION,NETBANKING,392,0.07341124138470403,0,22.2,32.53195090014831,0,1,0,1,2,0.8,0,1,0,0.23,0,0,0,0,0,92.8,0,8.1,0.04,dev_hash_56229,user_885@okhdfcbank,"House No 393, Bengaluru",CLEAN,0
txn_rzp_000849,p2p_lottery_claim,usr_7450,4641.49,FOOTWEAR,CREDIT_CARD,121,0.2953913005981361,0,24.7,97.48060533773285,0,0,0,2,3,9.3,0,1,0,0.22,0,0,0,0,0,91.1,0,14.6,0.07,dev_hash_59005,user_439@okhdfcbank,"House No 212, Bengaluru",CLEAN,0
txn_rzp_000850,p2p_lottery_claim,usr_33598,50263.22,ELECTRONICS,UPI_INTENT,139,0.2801707079852146,0,1.2,100.0,0,1,0,2,2,33.2,1,1,0,0.11,0,0,0,0,0,87.2,0,10.4,0.13,dev_hash_13177,user_335@okhdfcbank,"House No 324, Bengaluru",CLEAN,0
txn_rzp_000851,mch_gadget_bazar,usr_5427,77926.68,JEWELRY,COD,120,0.024877664945507888,0,38.9,100.0,1,1,0,1,3,64.3,0,1,0,0.07,0,0,0,0,0,80.5,0,8.7,0.16,dev_hash_20030,user_175@okhdfcbank,"House No 259, Bengaluru",CLEAN,0
txn_rzp_000852,unknown_vpa_merchant,usr_97028,119058.89,P2P_TRANSFER,UPI_INTENT,90,0.12841502775586375,0,99.6,100.0,1,1,0,1,1,9.8,0,1,0,0.12,0,0,0,0,0,89.1,0,12.6,0.07,dev_hash_35465,user_951@okhdfcbank,"House No 311, Bengaluru",CLEAN,0
txn_rzp_000853,unknown_vpa_merchant,usr_43431,88443.92,P2P_TRANSFER,NETBANKING,1390,0.34121751434663383,0,0.8,100.0,0,1,0,1,2,0.1,0,1,0,0.07,0,0,0,0,0,75.5,0,14.0,0.14,dev_hash_59359,user_398@okhdfcbank,"House No 220, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000854,mch_luxe_jewels,usr_74530,25423.16,JEWELRY,DEBIT_CARD,173,0.1700800481329432,0,211.0,76.9182969798271,1,1,0,2,1,114.0,0,1,0,0.28,0,0,0,0,0,76.8,0,1.0,0.12,dev_hash_58855,user_881@okhdfcbank,"House No 280, Bengaluru",CLEAN,0
txn_rzp_000855,mch_luxe_jewels,usr_30368,21931.16,ELECTRONICS,DEBIT_CARD,1,0.12904240063310704,0,90.5,78.14286703807227,0,1,0,1,3,74.5,0,1,0,0.14,0,0,0,0,0,81.2,0,8.2,0.15,dev_hash_92564,user_185@okhdfcbank,"House No 49, Bengaluru",CLEAN,0
txn_rzp_000856,mch_gadget_bazar,usr_65200,3084.26,FOOTWEAR,UPI_INTENT,99,0.1609295849439539,0,96.6,99.76690841210882,1,1,0,1,1,107.0,0,1,0,0.26,0,0,0,0,0,97.5,0,6.9,0.04,dev_hash_50823,user_858@okhdfcbank,"House No 173, Bengaluru",CLEAN,0
txn_rzp_000857,mch_fashion_hub,usr_43132,67742.21,P2P_TRANSFER,IMPS_NEFT,27,0.7123072904561591,1,106.9,91.63395970376789,1,1,0,2,3,82.2,0,0,0,0.09,0,0,0,0,0,78.0,0,5.2,0.04,dev_hash_40898,user_429@okhdfcbank,"House No 237, Bengaluru",CLEAN,0
txn_rzp_000858,mch_hyper_grocery,usr_73719,44927.3,LUXURY_FASHION,UPI_INTENT,10,0.5189978184705158,0,110.3,72.94117294729983,0,1,0,1,1,18.2,0,1,0,0.13,0,0,0,0,0,89.6,0,5.8,0.11,dev_hash_35869,user_548@okhdfcbank,"House No 446, Bengaluru",CLEAN,0
txn_rzp_000859,mch_fashion_hub,usr_56598,116466.55,INVESTMENT_FEE,UPI_COLLECT,420,0.11570040050388526,0,38.2,71.17319779125314,0,1,0,2,2,41.6,1,1,1,0.8,0,0,0,0,0,76.0,0,8.4,0.12,dev_hash_48564,user_837@okhdfcbank,"House No 473, Bengaluru",CLEAN,0
txn_rzp_000860,mch_quick_vouchers,usr_69482,1145.38,GROCERY,NETBANKING,237,0.16688140446363334,0,103.0,59.980353353957184,0,1,0,2,3,27.1,0,1,0,0.2,0,0,0,0,0,97.5,0,8.7,0.06,dev_hash_58660,user_631@okhdfcbank,"House No 310, Bengaluru",CLEAN,0
txn_rzp_000861,mch_luxe_jewels,usr_28606,2083.35,GROCERY,COD,284,0.3679793683684675,0,59.5,93.15074371865441,0,1,0,2,1,3.9,0,1,0,0.06,0,0,0,0,0,87.1,0,3.0,0.03,dev_hash_71668,user_168@okhdfcbank,"House No 3, Bengaluru",CLEAN,0
txn_rzp_000862,mch_gadget_bazar,usr_27118,10200.15,LUXURY_FASHION,COD,831,0.6685,0,22.9,81.67222457721314,0,1,0,1,1,80.3,0,1,0,0.02,0,0,0,0,0,82.3,0,9.8,0.11,dev_hash_39626,user_453@okhdfcbank,"House No 322, Bengaluru",RETURN_FRAUD,1
txn_rzp_000863,mch_quick_vouchers,usr_38249,98589.07,P2P_TRANSFER,NETBANKING,621,0.1454413093231533,0,0.5,91.76248371182803,0,1,0,2,3,0.3,0,1,0,0.12,0,0,0,0,0,90.4,0,10.8,0.12,dev_hash_20154,user_706@okhdfcbank,"House No 79, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000864,mch_quick_vouchers,usr_24373,38893.24,JEWELRY,NETBANKING,136,0.13801303722272526,0,98.1,80.72361905034492,1,1,0,2,2,6.8,0,1,0,0.22,0,0,0,0,0,78.6,0,1.4,0.06,dev_hash_89269,user_383@okhdfcbank,"House No 495, Bengaluru",CLEAN,0
txn_rzp_000865,unknown_vpa_merchant,usr_81725,19502.62,INVESTMENT_FEE,UPI_COLLECT,235,0.032155918332050865,1,18.4,85.26800099454934,1,1,0,1,3,42.9,0,1,1,0.01,0,0,0,0,0,83.2,0,1.2,0.09,dev_hash_10032,user_431@okhdfcbank,"House No 40, Bengaluru",CLEAN,0
txn_rzp_000866,mch_fashion_hub,usr_18953,102139.32,INVESTMENT_FEE,DEBIT_CARD,126,0.24437689517353894,0,10.5,72.1601608178995,0,1,0,1,1,40.7,0,1,0,0.06,0,0,0,0,0,84.6,0,8.9,0.11,dev_hash_60532,user_823@okhdfcbank,"House No 243, Bengaluru",CLEAN,0
txn_rzp_000867,unknown_vpa_merchant,usr_69417,1621.9,GROCERY,NETBANKING,163,0.0348171896624052,0,59.2,72.70281163661392,1,1,0,1,3,90.5,0,1,0,0.33,0,0,0,0,0,78.5,0,11.5,0.15,dev_hash_67310,user_673@okhdfcbank,"House No 227, Bengaluru",CLEAN,0
txn_rzp_000868,unknown_vpa_merchant,usr_33838,40940.32,LUXURY_FASHION,NETBANKING,1,0.056657157633136536,0,65.4,95.64131434841903,0,1,0,2,2,37.9,0,1,0,0.0,0,0,0,0,0,81.6,0,9.6,0.1,dev_hash_65584,user_318@okhdfcbank,"House No 316, Bengaluru",CLEAN,0
txn_rzp_000869,mch_gadget_bazar,usr_51129,4311.37,GROCERY,UPI_COLLECT,83,0.2219315762575401,0,287.7,65.19271603041507,0,0,0,2,3,55.9,0,1,1,0.07,0,0,0,0,0,77.7,0,10.6,0.17,dev_hash_53050,user_196@okhdfcbank,"House No 467, Bengaluru",CLEAN,0
txn_rzp_000870,mch_quick_vouchers,usr_66902,91030.94,ELECTRONICS,NETBANKING,47,0.3117632610212256,0,29.2,92.84896781854044,1,1,0,2,1,26.2,0,1,0,0.16,0,0,0,0,0,78.8,0,0.7,0.06,dev_hash_45936,user_740@okhdfcbank,"House No 30, Bengaluru",CLEAN,0
txn_rzp_000871,unknown_vpa_merchant,usr_4988,89381.83,INVESTMENT_FEE,NETBANKING,308,0.1897493925928301,0,28.5,83.31872935938293,0,1,0,1,1,3.7,0,1,0,0.07,0,0,0,1,1,18.5,0,7.7,0.02,dev_hash_30079,user_822@okhdfcbank,"House No 377, Bengaluru",PHISHING_LINK_MALWARE,1
txn_rzp_000872,mch_fashion_hub,usr_55994,20794.99,LUXURY_FASHION,UPI_INTENT,143,0.25475647815388647,0,20.0,69.38658682380317,0,1,0,2,1,76.7,0,1,0,0.52,0,0,0,0,0,88.0,0,9.6,0.11,dev_hash_53603,user_957@okhdfcbank,"House No 345, Bengaluru",CLEAN,0
txn_rzp_000873,mch_quick_vouchers,usr_93970,6794.11,DIGITAL_VOUCHER,NETBANKING,42,0.09948561266756129,0,53.8,94.22821479614362,0,1,1,2,2,34.9,0,1,0,0.32,0,0,0,0,0,95.8,0,14.1,0.2,dev_hash_18513,user_297@okhdfcbank,"House No 423, Bengaluru",CLEAN,0
txn_rzp_000874,mch_gadget_bazar,usr_96545,91449.83,JEWELRY,UPI_INTENT,1,0.11157667253567218,0,14.9,64.84827575012243,1,1,0,2,1,43.5,0,1,0,0.46,0,0,0,0,0,84.0,0,8.7,0.1,dev_hash_10422,user_418@okhdfcbank,"House No 141, Bengaluru",CLEAN,0
txn_rzp_000875,mch_fashion_hub,usr_45754,7515.16,INVESTMENT_FEE,NETBANKING,1023,0.10182618977804905,0,118.8,79.43348097527439,0,1,0,1,1,13.6,0,1,0,0.42,0,0,0,0,0,90.4,0,13.9,0.16,dev_hash_21326,user_290@okhdfcbank,"House No 163, Bengaluru",CLEAN,0
txn_rzp_000876,mch_fashion_hub,usr_23195,23727.51,ELECTRONICS,UPI_COLLECT,322,0.10522303325464172,0,72.9,87.86038433162052,0,1,0,1,2,15.9,0,1,1,0.08,0,0,0,0,0,75.0,0,9.1,0.09,dev_hash_35046,user_865@okhdfcbank,"House No 387, Bengaluru",CLEAN,0
txn_rzp_000877,mch_quick_vouchers,usr_7990,114085.09,P2P_TRANSFER,COD,94,0.12466852173861803,1,198.1,62.87250811167886,1,1,0,2,1,84.8,0,1,0,0.21,0,0,0,0,0,91.7,0,13.4,0.15,dev_hash_36112,user_281@okhdfcbank,"House No 152, Bengaluru",CLEAN,0
txn_rzp_000878,mch_luxe_jewels,usr_35674,44911.16,LUXURY_FASHION,DEBIT_CARD,85,0.1979109352288301,0,17.8,58.066527282735905,0,1,0,2,3,205.2,0,1,0,0.07,0,0,0,0,0,84.2,0,9.8,0.03,dev_hash_86706,user_494@okhdfcbank,"House No 80, Bengaluru",CLEAN,0
txn_rzp_000879,mch_gadget_bazar,usr_93037,92522.28,P2P_TRANSFER,CREDIT_CARD,535,0.18946214200263786,0,63.5,91.27663107902379,0,1,0,2,3,2.3,0,1,0,0.25,0,0,0,0,0,88.3,0,9.7,0.05,dev_hash_45251,user_192@okhdfcbank,"House No 263, Bengaluru",CLEAN,0
txn_rzp_000880,mch_quick_vouchers,usr_29607,146553.53,INVESTMENT_FEE,CREDIT_CARD,133,0.29251404617185267,0,22.5,67.08454916024897,1,1,0,1,2,55.1,0,1,0,0.1,0,0,0,0,0,75.1,0,10.8,0.17,dev_hash_58795,user_677@okhdfcbank,"House No 194, Bengaluru",CLEAN,0
txn_rzp_000881,mch_fashion_hub,usr_43253,21592.35,LUXURY_FASHION,COD,166,0.2958341539703483,0,180.2,12.7,0,1,0,2,2,41.0,0,1,0,0.43,1,1,1,0,0,82.7,0,13.3,0.03,dev_hash_34525,user_466@okhdfcbank,"House No 157, Bengaluru",OTP_VISHING_FRAUD,1
txn_rzp_000882,mch_hyper_grocery,usr_25400,81350.57,ELECTRONICS,DEBIT_CARD,2,0.08303529010149562,0,70.5,77.75494035124544,0,1,0,2,3,1.9,0,1,0,0.09,0,0,0,0,0,92.3,0,12.4,0.06,dev_hash_43105,user_840@okhdfcbank,"House No 192, Bengaluru",CLEAN,0
txn_rzp_000883,mch_luxe_jewels,usr_89939,56768.97,P2P_TRANSFER,CREDIT_CARD,77,0.13024377593488137,3,164.2,84.56055587358978,1,0,1,1,2,15.5,0,1,0,0.29,0,0,0,0,0,85.3,0,5.5,0.16,dev_hash_85692,user_510@okhdfcbank,"House No 304, Bengaluru",CHARGEBACK_FRAUD,1
txn_rzp_000884,mch_gadget_bazar,usr_40397,3469.58,FOOTWEAR,NETBANKING,195,0.1652374124282504,0,95.3,64.36186799624582,0,1,0,1,1,16.7,0,1,0,0.35,0,0,0,1,1,20.1,0,4.6,0.14,dev_hash_55364,user_569@okhdfcbank,"House No 203, Bengaluru",PHISHING_LINK_MALWARE,1
txn_rzp_000885,p2p_lottery_claim,usr_20331,884.69,FOOTWEAR,UPI_COLLECT,102,0.005397291392869743,0,89.0,81.69716122218941,0,1,0,1,2,42.5,0,1,1,0.01,0,0,0,0,0,81.9,0,9.2,0.2,dev_hash_99746,user_668@okhdfcbank,"House No 433, Bengaluru",CLEAN,0
txn_rzp_000886,mch_fashion_hub,usr_63566,9134.79,DIGITAL_VOUCHER,CREDIT_CARD,531,0.07107313943000336,0,0.4,78.78561943872543,1,1,0,1,2,0.7,0,1,0,0.16,0,0,0,0,0,83.2,0,7.0,0.08,dev_hash_41816,user_881@okhdfcbank,"House No 470, Bengaluru",ACCOUNT_TAKEOVER,1
txn_rzp_000887,mch_quick_vouchers,usr_18501,87099.7,P2P_TRANSFER,IMPS_NEFT,54,0.12028850519121105,0,1.6,88.21634190807576,0,1,0,2,3,8.4,0,1,0,0.14,0,0,0,0,0,82.1,0,12.4,0.13,dev_hash_74003,user_785@okhdfcbank,"House No 380, Bengaluru",CLEAN,0
txn_rzp_000888,mch_fashion_hub,usr_30057,13524.76,DIGITAL_VOUCHER,IMPS_NEFT,2,0.18729128698075334,0,5.2,66.4259551378858,1,1,0,1,3,59.9,1,1,0,0.92,0,0,0,0,0,79.4,0,9.1,0.06,dev_hash_20127,user_761@okhdfcbank,"House No 118, Bengaluru",SYNTHETIC_IDENTITY,1
txn_rzp_000889,mch_fashion_hub,usr_28686,70870.52,JEWELRY,DEBIT_CARD,256,0.15621182557411714,0,49.7,83.66910266860836,1,1,0,1,2,23.5,0,1,0,0.18,0,0,0,0,0,84.8,0,0.4,0.03,dev_hash_73000,user_135@okhdfcbank,"House No 134, Bengaluru",CLEAN,0
txn_rzp_000890,mch_luxe_jewels,usr_24529,12915.54,ELECTRONICS,COD,646,0.5398,0,104.5,73.4181521916455,0,1,0,1,2,9.3,0,1,0,0.22,0,0,0,0,0,96.5,0,10.9,0.1,dev_hash_63015,user_922@okhdfcbank,"House No 414, Bengaluru",RETURN_FRAUD,1
txn_rzp_000891,mch_gadget_bazar,usr_76324,13257.45,P2P_TRANSFER,CREDIT_CARD,93,0.5040975762726743,0,135.7,62.61382097783549,0,1,0,2,24,71.9,0,0,0,0.2,0,0,0,0,0,87.3,0,1.3,0.14,dev_hash_43901,user_859@okhdfcbank,"House No 325, Bengaluru",CARDING_VELOCITY,1
